timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1648156197844,360,Delete,201,Created,Thread Group 1-95,text,true,,248,242,46,46,https://restful-booker.herokuapp.com/booking/613,360,0,0
1648156197156,1049,Create ,200,OK,Thread Group 1-119,text,true,,443,407,46,46,https://restful-booker.herokuapp.com/booking/,1049,0,771
1648156197841,365,Delete,201,Created,Thread Group 1-92,text,true,,248,242,45,45,https://restful-booker.herokuapp.com/booking/610,365,0,0
1648156197850,357,Patch,200,OK,Thread Group 1-96,text,true,,424,268,44,44,https://restful-booker.herokuapp.com/booking/615,357,0,0
1648156197083,1124,Create ,200,OK,Thread Group 1-118,text,true,,443,407,44,44,https://restful-booker.herokuapp.com/booking/,1124,0,789
1648156197852,358,Delete,201,Created,Thread Group 1-94,text,true,,248,242,44,44,https://restful-booker.herokuapp.com/booking/612,358,0,0
1648156197851,361,Delete,201,Created,Thread Group 1-93,text,true,,248,242,43,43,https://restful-booker.herokuapp.com/booking/611,361,0,0
1648156197852,362,Delete,201,Created,Thread Group 1-91,text,true,,248,242,42,42,https://restful-booker.herokuapp.com/booking/609,362,0,0
1648156197856,360,Patch,200,OK,Thread Group 1-100,text,true,,424,268,41,41,https://restful-booker.herokuapp.com/booking/618,360,0,0
1648156197856,361,Patch,200,OK,Thread Group 1-98,text,true,,424,268,41,41,https://restful-booker.herokuapp.com/booking/616,361,0,0
1648156197937,285,Get,200,OK,Thread Group 1-115,text,true,,415,189,41,41,https://restful-booker.herokuapp.com/booking/633,285,0,0
1648156197876,346,Update,200,OK,Thread Group 1-104,text,true,,424,448,41,41,https://restful-booker.herokuapp.com/booking/622,346,0,0
1648156197857,366,Patch,200,OK,Thread Group 1-99,text,true,,424,268,41,41,https://restful-booker.herokuapp.com/booking/617,366,0,0
1648156197951,273,Patch,200,OK,Thread Group 1-101,text,true,,424,268,41,41,https://restful-booker.herokuapp.com/booking/619,273,0,0
1648156197205,1022,Create ,200,OK,Thread Group 1-120,text,true,,443,407,41,41,https://restful-booker.herokuapp.com/booking/,1022,0,759
1648156197976,254,Get,200,OK,Thread Group 1-116,text,true,,415,189,41,41,https://restful-booker.herokuapp.com/booking/634,254,0,0
1648156198003,254,Permission,200,OK,Thread Group 1-109,text,true,,271,256,41,41,https://restful-booker.herokuapp.com/auth,254,0,0
1648156197262,1022,Create ,200,OK,Thread Group 1-121,text,true,,443,407,41,41,https://restful-booker.herokuapp.com/booking/,1021,0,764
1648156198016,273,Patch,200,OK,Thread Group 1-102,text,true,,424,268,41,41,https://restful-booker.herokuapp.com/booking/620,273,0,0
1648156198033,266,Patch,200,OK,Thread Group 1-103,text,true,,424,268,41,41,https://restful-booker.herokuapp.com/booking/621,266,0,0
1648156198037,263,Update,200,OK,Thread Group 1-105,text,true,,424,448,41,41,https://restful-booker.herokuapp.com/booking/623,263,0,0
